razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro
CRISTAL TURISMO EIRELI;28.502.304/0001-76;EJW-9630;Não;Sim;Não;19/08/2020;17/08/2020
CRISTAL TURISMO EIRELI;28.502.304/0001-76;EJW-9960;Não;Sim;Não;04/12/2019;24/06/2020
CRISTAL TURISMO EIRELI;28.502.304/0001-76;FFI-2038;Não;Sim;Não;24/06/2020;24/06/2020
CRISTANITUR LTDA;02.453.591/0001-88;ALH-5068;Não;Sim;Não;02/01/2020;20/06/2020
CRISTIANE MANFREDINI TRANSPORTE E TURISMO EIRELI;31.765.261/0001-26;BAE-1D45;Não;Sim;Não;23/08/2020;23/08/2020
CRISTIANO ALEX BAPTISTELLO EIRELI;19.271.533/0001-36;MRE-3500;Não;Sim;Não;19/05/2020;04/04/2020
CRISTIANO DE PAULA SILVA TRANSPORTE - EIRELI - ME;23.778.093/0001-85;BXG-0742;Não;Sim;Não;20/03/2020;15/03/2020
CRISTIANO DE PAULA SILVA TRANSPORTE - EIRELI - ME;23.778.093/0001-85;CQH-7924;Não;Sim;Não;06/11/2020;29/05/2020
CRISTIANO DE PAULA SILVA TRANSPORTE - EIRELI - ME;23.778.093/0001-85;KOL-8929;Não;Sim;Não;21/03/2020;15/03/2020
CRISTIANO DOS SANTOS OLIVEIRA & CIA LTDA - ME;14.441.495/0001-07;LZC-5842;Não;Sim;Não;27/03/2020;16/04/2020
CRISTIANO GOMES DA SILVA TRANSPORTES EIRELI;17.488.118/0001-03;EZO-4920;Não;Sim;Não;10/09/2020;16/04/2020
CRISTIANO MARIANO ALVES EIRELI;25.969.872/0001-93;OWZ-2600;Não;Sim;Não;06/12/2019;09/11/2020
CRISTUR TRANSPORTES EIRELI - ME;07.433.849/0001-06;BBC-9291;Não;Sim;Não;07/11/2020;14/02/2020
CRIVELARI TRANSPORTE LTDA ME;03.585.179/0001-84;ALF-7765;Não;Sim;Não;15/07/2020;28/06/2020
CRIVELARI TRANSPORTE LTDA ME;03.585.179/0001-84;ATH-6777;Não;Sim;Não;03/06/2020;28/07/2020
CRIVELARI TRANSPORTE LTDA ME;03.585.179/0001-84;BCA-8194;Não;Sim;Não;20/03/2020;05/04/2020
CRL TRANSPORTES EIRELI;18.251.778/0001-39;AXU-7069;Não;Sim;Não;07/11/2020;09/11/2020
CRUZ & CARVALHO AGENCIA DE VIAGENS LTDA;11.152.129/0001-31;LPZ-9479;Não;Sim;Não;08/01/2020;11/06/2020
CRUZ FERNANDES COMERCIO E SERVIÇOS LTDA - ME;17.385.523/0001-04;IUJ-7324;Não;Sim;Não;18/10/2020;08/08/2020
CRUZ FERNANDES COMERCIO E SERVIÇOS LTDA - ME;17.385.523/0001-04;NVH-4595;Não;Sim;Não;16/04/2020;08/08/2020
CRUZADO TUR AGENCIA DE VIAGEM E TURISMO LTDA;10.776.992/0001-05;ARN-9322;Não;Sim;Não;17/10/2020;19/10/2020
CRUZADO TUR AGENCIA DE VIAGEM E TURISMO LTDA;10.776.992/0001-05;AWK-7361;Não;Sim;Não;19/06/2020;19/10/2020
CRUZEIRO DO NORTE TRANSPORTES EIRELI;04.110.258/0001-00;OJP-6505;Sim;Não;Não;28/08/2020;24/04/2020
CRUZEIRO DO NORTE TRANSPORTES EIRELI;04.110.258/0001-00;OJP-9937;Sim;Não;Não;29/08/2020;24/04/2020
CRUZEIRO DO NORTE TRANSPORTES EIRELI;04.110.258/0001-00;PTA-3264;Sim;Não;Não;29/08/2020;24/04/2020
CRUZEIRO DO NORTE TRANSPORTES EIRELI;04.110.258/0001-00;PTA-6159;Sim;Não;Não;28/08/2020;24/04/2020
CRUZEIRO DO NORTE TRANSPORTES EIRELI;04.110.258/0001-00;PTF-0700;Sim;Não;Não;29/08/2020;24/04/2020
CRUZEIRO DO NORTE TRANSPORTES EIRELI;04.110.258/0001-00;PTF-0745;Sim;Não;Não;28/08/2020;24/04/2020
CRUZEIRO DO NORTE TRANSPORTES EIRELI;04.110.258/0001-00;PTF-1877;Sim;Não;Não;28/08/2020;24/04/2020
CS VIAGENS & TURISMO LTDA;22.878.591/0001-37;NTK-6293;Não;Sim;Não;14/10/2020;14/10/2020
CS VIAGENS & TURISMO LTDA;22.878.591/0001-37;PWS-3219;Não;Sim;Não;16/10/2020;14/10/2020
CS VIAGENS & TURISMO LTDA;22.878.591/0001-37;PZZ-7222;Não;Sim;Não;18/10/2020;14/10/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;AFY-5755;Não;Sim;Não;03/04/2020;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;AXB-0186;Não;Sim;Não;03/01/2020;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;AXF-2824;Não;Sim;Não;13/12/2019;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;CQH-6688;Não;Sim;Não;28/12/2019;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;DJE-5511;Não;Sim;Não;18/04/2020;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;DPB-5911;Não;Sim;Não;05/04/2020;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;IJU-0152;Não;Sim;Não;09/04/2020;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;KXJ-0032;Não;Sim;Não;11/12/2019;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;KYK-6F20;Não;Sim;Não;10/07/2020;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;KZY-0261;Não;Sim;Não;11/01/2020;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;LNZ-3091;Não;Sim;Não;07/12/2019;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;LPW-1438;Não;Sim;Não;03/12/2019;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;LRF-1421;Não;Sim;Não;02/01/2020;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;MEZ-3905;Não;Sim;Não;09/08/2020;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;MEZ-4025;Não;Sim;Não;10/07/2020;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;MHR-3518;Não;Sim;Não;10/07/2020;16/02/2020
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;MHT-8C94;Não;Sim;Não;10/05/2020;16/02/2020
CSW TURISMO EIRELI;11.452.889/0001-64;PXW-5015;Não;Sim;Não;16/10/2020;23/08/2020
CTTC RIO TRANSPORTADORA E LOCADORA EIRELI;11.112.921/0001-62;AYO-4272;Não;Sim;Não;15/04/2020;27/08/2020
CTTC RIO TRANSPORTADORA E LOCADORA EIRELI;11.112.921/0001-62;LRZ-3029;Não;Sim;Não;21/01/2020;10/09/2020
CTTC RIO TRANSPORTADORA E LOCADORA EIRELI;11.112.921/0001-62;LTQ-8C33;Não;Sim;Não;28/03/2020;23/09/2020
CUNHA AGENCIA DE VIAGENS E TURISMO LTDA - ME;10.686.507/0001-02;KPS-5800;Não;Sim;Não;07/01/2020;13/01/2020
CUNHA AGENCIA DE VIAGENS E TURISMO LTDA - ME;10.686.507/0001-02;KQS-6328;Não;Sim;Não;09/07/2020;17/07/2020
CUNHA AGENCIA DE VIAGENS E TURISMO LTDA - ME;10.686.507/0001-02;LMS-6B55;Não;Sim;Não;24/01/2020;07/02/2020
CUNHA AGENCIA DE VIAGENS E TURISMO LTDA - ME;10.686.507/0001-02;LQC-5688;Não;Sim;Não;09/07/2020;04/01/2020
CUNHA AGENCIA DE VIAGENS E TURISMO LTDA - ME;10.686.507/0001-02;LTT-3782;Não;Sim;Não;09/07/2020;27/10/2020
CUNHA E PEREIRA LTDA - ME;10.835.457/0001-70;DTC-0320;Não;Sim;Não;11/06/2020;10/06/2020
CUNHA E PEREIRA LTDA - ME;10.835.457/0001-70;FJB-0520;Não;Sim;Não;04/02/2020;08/05/2020
CUSTOM PRESTAÇÃO DE SERVIÇOS NA LOCAÇÃO VEÍCULOS LTDA - ME;10.574.749/0001-04;FQA-9058;Não;Sim;Não;03/09/2020;03/07/2020
CVI TRANSPORTES E TURISMO LTDA - ME;14.440.627/0001-78;AKT-1020;Não;Sim;Não;28/02/2020;11/02/2020
CW TRANSPORTE RODOVIARIO DE PASSAGEIROS EIRELI;28.046.840/0001-04;ILX-3621;Não;Sim;Não;12/02/2020;11/02/2020
D & A TEIXEIRA TRANSPORTES LTDA - ME;24.943.709/0001-99;MLC-0371;Não;Sim;Não;21/12/2019;01/12/2019
D & D GAROPABA VIAGENS E TURISMO LTDA;09.676.806/0001-79;IPS-8561;Não;Sim;Não;17/06/2020;02/06/2020
D & D GAROPABA VIAGENS E TURISMO LTDA;09.676.806/0001-79;IQH-5208;Não;Sim;Não;09/05/2020;06/12/2019
D & D TRANSPORTES E TURISMO LTDA;30.909.968/0001-04;BWP-7139;Não;Sim;Não;15/03/2020;27/06/2020
D & D TRANSPORTES E TURISMO LTDA;30.909.968/0001-04;DAH-3717;Não;Sim;Não;13/02/2020;23/10/2020
D & D TRANSPORTES E TURISMO LTDA;30.909.968/0001-04;KOO-1455;Não;Sim;Não;05/02/2020;27/06/2020
D & M LOCADORA DE VEICULOS LTDA;15.294.446/0001-43;MTT-4B13;Não;Sim;Não;05/02/2020;07/12/2019
D & M LOCADORA DE VEICULOS LTDA;15.294.446/0001-43;OVH-8C34;Não;Sim;Não;18/10/2020;11/10/2020
D & M LOCADORA DE VEICULOS LTDA;15.294.446/0001-43;PPS-5G65;Não;Sim;Não;05/02/2020;01/02/2020
D & M LOCADORA DE VEICULOS LTDA;15.294.446/0001-43;PPT-6F56;Não;Sim;Não;05/02/2020;01/02/2020
D & R TURISMO E FRETAMENTO LTDA;07.586.387/0001-59;PYR-7475;Não;Sim;Não;12/07/2020;08/10/2020
D DOS SANTOS SOUSA TRANSPORTE RODOVIARIO EIRELI;29.686.206/0001-07;AIY-9486;Não;Sim;Não;02/05/2020;24/06/2020
D DOS SANTOS SOUSA TRANSPORTE RODOVIARIO EIRELI;29.686.206/0001-07;AKW-2768;Não;Sim;Não;02/05/2020;09/04/2020
D DOS SANTOS SOUSA TRANSPORTE RODOVIARIO EIRELI;29.686.206/0001-07;IEK-4899;Não;Sim;Não;09/03/2020;10/09/2020
D FERREIRA VIGILANCIA PATRIMONIAL E CONSERVACAO EIRELI;11.963.761/0001-65;KDJ-9576;Não;Sim;Não;23/01/2020;03/07/2020
D FERREIRA VIGILANCIA PATRIMONIAL E CONSERVACAO EIRELI;11.963.761/0001-65;KRD-8602;Não;Sim;Não;05/06/2020;03/07/2020
D FERREIRA VIGILANCIA PATRIMONIAL E CONSERVACAO EIRELI;11.963.761/0001-65;NBH-3706;Não;Sim;Não;24/01/2020;03/10/2020
D N SIQUEIRA TRANSPORTES RODOVIARIOS LTDA;15.689.479/0001-92;ACG-3145;Não;Sim;Não;01/04/2020;03/10/2020
D N SIQUEIRA TRANSPORTES RODOVIARIOS LTDA;15.689.479/0001-92;BXG-0D42;Não;Sim;Não;05/04/2020;14/03/2020
D O C E SONHO TURISMO E LAZER LTDA;24.735.465/0001-59;LSQ-4J93;Não;Sim;Não;23/08/2020;22/08/2020
D SERRA VIAGENS E TURISMO LTDA-ME;26.824.461/0001-72;ATE-8459;Não;Sim;Não;31/01/2020;14/02/2020
D SERRA VIAGENS E TURISMO LTDA-ME;26.824.461/0001-72;IOO-8398;Não;Sim;Não;26/08/2020;01/02/2020
D SERRA VIAGENS E TURISMO LTDA-ME;26.824.461/0001-72;IWC-3429;Não;Sim;Não;26/08/2020;02/08/2020
D&H TRANSPORTES E TURISMO LTDA;19.651.839/0001-18;OOX-8624;Não;Sim;Não;10/01/2020;09/05/2020
D' CAMPO BELO VIAGENS E TURISMO LTDA - ME;01.102.424/0001-20;HWK-3713;Não;Sim;Não;03/01/2020;28/07/2020
D' CAMPO BELO VIAGENS E TURISMO LTDA - ME;01.102.424/0001-20;OPB-4196;Não;Sim;Não;30/10/2020;28/07/2020
D' PRADUS TRANSPORTES & TURISMO LTDA;23.702.981/0001-14;GBK-5959;Não;Sim;Não;28/02/2020;30/01/2020
D' PRADUS TRANSPORTES & TURISMO LTDA;23.702.981/0001-14;LRM-7750;Não;Sim;Não;25/09/2020;22/08/2020
D' PRADUS TRANSPORTES & TURISMO LTDA;23.702.981/0001-14;OQY-8459;Não;Sim;Não;18/08/2020;17/08/2020
D'FREITAS TRANSPORTE E TURISMO LTDA;24.966.394/0001-03;QKK-9227;Não;Sim;Não;09/08/2020;20/08/2020
D'LARAS TRANSPORTES E TURISMO LTDA;71.956.940/0001-05;FNA-5333;Não;Sim;Não;06/05/2020;03/12/2019
D'LARAS TRANSPORTES E TURISMO LTDA;71.956.940/0001-05;HYM-9415;Não;Sim;Não;03/05/2020;03/12/2019
D'LARAS TRANSPORTES E TURISMO LTDA;71.956.940/0001-05;NVD-6355;Não;Sim;Não;06/11/2020;03/12/2019
D'LARAS TRANSPORTES E TURISMO LTDA;71.956.940/0001-05;OSG-0913;Não;Sim;Não;29/04/2020;03/12/2019
D. BINI TRANSPORTES RODOVIARIOS - EIRELI;24.443.536/0001-40;BTS-1H62;Não;Sim;Não;12/12/2019;04/07/2020
D. DE ANDRADE DO NASCIMENTO & CIA LTDA;27.264.567/0001-21;BUS-4281;Não;Sim;Não;15/04/2020;30/08/2020
D. DE ANDRADE DO NASCIMENTO & CIA LTDA;27.264.567/0001-21;BXF-9J73;Não;Sim;Não;28/02/2020;27/08/2020
D. DE ANDRADE DO NASCIMENTO & CIA LTDA;27.264.567/0001-21;KTJ-6856;Não;Sim;Não;12/03/2020;01/03/2020
D. J. QUERUBIM LOCADORA E TURISMO EIRELI;18.341.802/0001-20;KRN-2D24;Não;Sim;Não;24/10/2020;01/03/2020
D. J. QUERUBIM LOCADORA E TURISMO EIRELI;18.341.802/0001-20;LTN-4A61;Não;Sim;Não;23/10/2020;01/03/2020
D. J. RIBEIRO- TRANPORTES - EIRELI - ME;10.314.756/0001-69;DDF-9589;Não;Sim;Não;05/07/2020;01/03/2020
D. M. PAES DE ASSIS & ASSIS LTDA - ME;10.424.033/0001-12;AZA-3E32;Não;Sim;Não;07/06/2020;30/08/2020
D. S. ANTONIO - TRANSPORTE RODOVIARIO EIRELI;34.270.350/0001-90;AWP-8C81;Não;Sim;Não;19/09/2020;02/08/2020
D.A.S. TRANSPORTES LTDA;19.936.136/0001-36;IMQ-0379;Não;Sim;Não;17/04/2020;02/08/2020
D.C. LUCAS, LUCAS & LUCAS TURISMO LTDA;56.041.262/0001-59;BXJ-8957;Não;Sim;Não;03/04/2020;11/10/2020
D.C. LUCAS, LUCAS & LUCAS TURISMO LTDA;56.041.262/0001-59;CQH-8067;Não;Sim;Não;03/04/2020;04/10/2020
D.C. LUCAS, LUCAS & LUCAS TURISMO LTDA;56.041.262/0001-59;ILQ-9439;Não;Sim;Não;11/09/2020;04/10/2020
D.D. TURISMO TAUBATE LTDA - ME;19.013.847/0001-39;FOK-7939;Não;Sim;Não;22/01/2020;30/12/2019
D.D. TURISMO TAUBATE LTDA - ME;19.013.847/0001-39;FUC-3689;Não;Sim;Não;24/09/2020;30/12/2019
D.D. TURISMO TAUBATE LTDA - ME;19.013.847/0001-39;FYX-6615;Não;Sim;Não;06/08/2020;30/12/2019
D.D.M. COMERCIO DE PNEUS E TRANSPORTES RODOVIARIOS LTDA. - ME;08.741.578/0001-00;MGV-0256;Não;Sim;Não;01/11/2020;07/12/2019
D.E.M.P TURISMO LTDA;10.366.153/0001-00;OMQ-6274;Não;Sim;Não;22/01/2020;05/12/2019
D.E.M.P TURISMO LTDA;10.366.153/0001-00;ONI-0360;Não;Sim;Não;28/10/2020;05/12/2019
D.E.M.P TURISMO LTDA;10.366.153/0001-00;ONI-8657;Não;Sim;Não;15/10/2020;05/01/2020
D.E.M.P TURISMO LTDA;10.366.153/0001-00;ONN-6418;Não;Sim;Não;10/07/2020;05/01/2020
D.E.M.P TURISMO LTDA;10.366.153/0001-00;ONT-1974;Não;Sim;Não;23/10/2020;05/01/2020
D.E.M.P TURISMO LTDA;10.366.153/0001-00;OOD-4661;Não;Sim;Não;27/02/2020;05/12/2019
D.E.M.P TURISMO LTDA;10.366.153/0001-00;PBK-2265;Não;Sim;Não;01/10/2020;05/01/2020
D.E.M.P TURISMO LTDA;10.366.153/0001-00;PQB-7826;Não;Sim;Não;17/04/2020;05/12/2019
D.E.M.P TURISMO LTDA;10.366.153/0001-00;PQS-2611;Não;Sim;Não;17/04/2020;05/12/2019
D.E.M.P TURISMO LTDA;10.366.153/0001-00;PQS-2681;Não;Sim;Não;21/12/2019;05/12/2019
D.E.M.P TURISMO LTDA;10.366.153/0001-00;PQS-8772;Não;Sim;Não;26/02/2020;05/12/2019
D.E.M.P TURISMO LTDA;10.366.153/0001-00;PRE-2013;Não;Sim;Não;19/03/2020;05/12/2019
D.E.M.P TURISMO LTDA;10.366.153/0001-00;PRT-0927;Não;Sim;Não;22/11/2020;05/12/2019
D.E.M.P TURISMO LTDA;10.366.153/0001-00;PRU-3177;Não;Sim;Não;22/11/2020;05/12/2019
D.E.M.P TURISMO LTDA;10.366.153/0001-00;QTS-3324;Não;Sim;Não;01/11/2020;13/09/2020
D.G.R. TRANSPORTE E TURISMO LTDA - ME;04.765.217/0001-43;CZC-1240;Não;Sim;Não;13/11/2020;13/09/2020
D.G.R. TRANSPORTE E TURISMO LTDA - ME;04.765.217/0001-43;HXP-9545;Não;Sim;Não;18/11/2020;13/09/2020
D.G.R. TRANSPORTE E TURISMO LTDA - ME;04.765.217/0001-43;HXR-5040;Não;Sim;Não;31/01/2020;13/09/2020
D.G.R. TRANSPORTE E TURISMO LTDA - ME;04.765.217/0001-43;OQP-4436;Não;Sim;Não;14/08/2020;13/09/2020
D.G.R. TRANSPORTE E TURISMO LTDA - ME;04.765.217/0001-43;ORC-1356;Não;Sim;Não;28/02/2020;13/09/2020
D.G.R. TRANSPORTE E TURISMO LTDA - ME;04.765.217/0001-43;ORC-1365;Não;Sim;Não;01/03/2020;13/09/2020
D.G.R. TRANSPORTE E TURISMO LTDA - ME;04.765.217/0001-43;PVJ-4031;Não;Sim;Não;12/02/2020;13/09/2020
D.J. DE MELO FILHO E CIA LTDA - ME;03.630.041/0001-50;FSM-0075;Não;Sim;Não;07/01/2020;23/07/2020
D.J. DE MELO FILHO E CIA LTDA - ME;03.630.041/0001-50;LOQ-1232;Não;Sim;Não;19/12/2019;20/01/2020
D.J. DE MELO FILHO E CIA LTDA - ME;03.630.041/0001-50;MQM-2578;Não;Sim;Não;16/04/2020;19/11/2020
D.J. DE MELO FILHO E CIA LTDA - ME;03.630.041/0001-50;MQM-2588;Não;Sim;Não;15/04/2020;19/11/2020
D.J. DE MELO FILHO E CIA LTDA - ME;03.630.041/0001-50;QLA-2961;Não;Sim;Não;20/12/2019;01/01/2020
D.P.R. TRANSPORTES LTDA ME.;04.556.206/0001-53;ADW-6021;Não;Sim;Não;21/03/2020;11/05/2020
D.P.R. TRANSPORTES LTDA ME.;04.556.206/0001-53;IEP-5F89;Não;Sim;Não;01/01/2020;06/08/2020
DA CAPITAL TOUR LOCACAO LTDA;07.540.755/0001-28;ASY-6238;Não;Sim;Não;28/06/2020;08/04/2020
DA CAPITAL TOUR LOCACAO LTDA;07.540.755/0001-28;LPB-1977;Não;Sim;Não;21/10/2020;08/04/2020
DA CAPITAL TOUR LOCACAO LTDA;07.540.755/0001-28;LTX-6425;Não;Sim;Não;17/12/2019;08/04/2020
DADATUR DA SERRA LOCADORA DE VEICULOS LTDA - ME;10.534.053/0001-46;AST-1I51;Não;Sim;Não;09/04/2020;08/04/2020
DADATUR DA SERRA LOCADORA DE VEICULOS LTDA - ME;10.534.053/0001-46;CYN-9252;Não;Sim;Não;25/04/2020;12/05/2020
DADATUR DA SERRA LOCADORA DE VEICULOS LTDA - ME;10.534.053/0001-46;GPZ-5730;Não;Sim;Não;23/01/2020;14/03/2020
DADATUR DA SERRA LOCADORA DE VEICULOS LTDA - ME;10.534.053/0001-46;KNP-1055;Não;Sim;Não;02/10/2020;23/05/2020
DADATUR DA SERRA LOCADORA DE VEICULOS LTDA - ME;10.534.053/0001-46;KPO-7412;Não;Sim;Não;24/07/2020;27/07/2020
DADATUR DA SERRA LOCADORA DE VEICULOS LTDA - ME;10.534.053/0001-46;KRJ-9233;Não;Sim;Não;30/04/2020;13/02/2020
DAEFE TRANSPORTE E TURISMO LTDA;06.027.615/0001-98;AJM-5641;Não;Sim;Não;11/12/2019;04/10/2020
DAGG TRANSPORTES E TURISMO LTDA  - ME;04.792.633/0001-30;IVN-9031;Não;Sim;Não;04/06/2020;14/06/2020
DAGG TRANSPORTES E TURISMO LTDA  - ME;04.792.633/0001-30;IYY-7671;Não;Sim;Não;14/12/2019;10/12/2019
DAGMAR GARCIA SERVICOS DE TRANSPORTE  EIRELI;28.195.076/0001-39;OYY-4746;Não;Sim;Não;12/04/2020;27/08/2020
DAKOTA TURISMO LTDA;04.352.448/0001-25;OGY-8698;Não;Sim;Não;14/08/2020;12/08/2020
DALAMAR TRANSPORTES LTDA-ME;11.216.027/0001-32;AIZ-6126;Não;Sim;Não;17/01/2020;03/02/2020
DALAMAR TRANSPORTES LTDA-ME;11.216.027/0001-32;IGH-8194;Não;Sim;Não;28/03/2020;03/02/2020
DALAMAR TRANSPORTES LTDA-ME;11.216.027/0001-32;IRZ-0588;Não;Sim;Não;11/12/2019;03/02/2020
DALAMAR TRANSPORTES LTDA-ME;11.216.027/0001-32;LPH-1720;Não;Sim;Não;17/01/2020;03/02/2020
DALAMAR TRANSPORTES LTDA-ME;11.216.027/0001-32;MHI-7614;Não;Sim;Não;06/03/2020;03/02/2020
DALAMAR TRANSPORTES LTDA-ME;11.216.027/0001-32;MLZ-0860;Não;Sim;Não;25/03/2020;03/02/2020
DALAMAR TRANSPORTES LTDA-ME;11.216.027/0001-32;QHL-2624;Não;Sim;Não;29/03/2020;03/02/2020
DALLATUR TURISMO LTDA;91.459.180/0001-20;IPS-9286;Não;Sim;Não;11/04/2020;01/10/2020
DALLATUR TURISMO LTDA;91.459.180/0001-20;JDL-9119;Não;Sim;Não;25/09/2020;28/09/2020
DALLATUR TURISMO LTDA;91.459.180/0001-20;JDL-9515;Não;Sim;Não;20/02/2020;28/02/2020
DALLATUR TURISMO LTDA;91.459.180/0001-20;LLX-4G58;Não;Sim;Não;13/06/2020;01/10/2020
DALLATUR TURISMO LTDA;91.459.180/0001-20;LPE-4381;Não;Sim;Não;12/03/2020;01/10/2020
DALLATUR TURISMO LTDA;91.459.180/0001-20;LPG-8420;Não;Sim;Não;29/08/2020;01/10/2020
DALLATUR TURISMO LTDA;91.459.180/0001-20;LPQ-0095;Não;Sim;Não;03/12/2019;01/10/2020
DALLATUR TURISMO LTDA;91.459.180/0001-20;LPV-2914;Não;Sim;Não;30/01/2020;01/10/2020
DALLTUR VIAGENS LTDA;10.456.518/0001-98;MML-0B99;Não;Sim;Não;23/04/2020;25/04/2020
DALPIZZOL TRANSPORTES E TURISMO EIRELI - ME.;11.181.424/0001-16;CYB-7652;Não;Sim;Não;11/03/2020;27/03/2020
DALPIZZOL TRANSPORTES E TURISMO EIRELI - ME.;11.181.424/0001-16;KEM-3601;Não;Sim;Não;20/03/2020;07/06/2020
DALPRA E DOLLA LTDA - ME;23.121.444/0001-80;BCT-9B09;Não;Sim;Não;20/12/2019;17/05/2020
DALUFRA TRANSPORTES E TURISMO LTDA;05.069.708/0001-12;ABM-3150;Não;Sim;Não;13/02/2020;10/06/2020
DALUFRA TRANSPORTES E TURISMO LTDA;05.069.708/0001-12;AYO-5140;Não;Sim;Não;07/11/2020;10/06/2020
DALVANS - LOCADORA DE VEICULOS LTDA;07.623.975/0001-15;GEH-9787;Não;Sim;Não;17/06/2020;10/06/2020
DALVIM ANDRADE & CIA LTDA-ME;24.446.870/0001-57;DWG-5918;Não;Sim;Não;12/03/2020;20/05/2020
DAMACENA TRANSPORTES EIRELI;28.069.429/0001-54;ANH-9380;Não;Sim;Não;17/04/2020;16/10/2020
DAMACENA TRANSPORTES EIRELI;28.069.429/0001-54;AVC-8148;Não;Sim;Não;08/01/2020;12/07/2020
DAMACENA TRANSPORTES EIRELI;28.069.429/0001-54;MWS-8164;Não;Sim;Não;28/12/2019;14/12/2019
DAMASCENO & CIA LTDA;00.837.742/0001-76;QLY-3100;Não;Sim;Não;30/05/2020;28/12/2019
DAMASCENO & CIA LTDA;00.837.742/0001-76;QLY-6704;Não;Sim;Não;30/05/2020;25/04/2020
DAMAZIO & CIA LTDA;11.409.183/0001-10;FTL-9632;Não;Sim;Não;09/09/2020;05/09/2020
DAMIAO CARLOS DOS SANTOS PINTO & CIA. LTDA;24.989.326/0001-51;BBJ-3724;Não;Sim;Não;25/06/2020;17/07/2020
DAMS TRANSPORTE EIRELI;21.309.008/0001-04;LRT-9562;Não;Sim;Não;11/09/2020;06/09/2020
DAMTUR - VIAGENS E TURISMO EIRELI - EPP;28.017.158/0001-93;IMU-9E34;Não;Sim;Não;09/11/2020;09/02/2020
DAMTUR - VIAGENS E TURISMO EIRELI - EPP;28.017.158/0001-93;JGZ-3678;Não;Sim;Não;17/09/2020;09/02/2020
DANI TRANSPORTES E VIAGENS EIRELI-ME;23.890.793/0001-67;ILB-9200;Não;Sim;Não;25/06/2020;05/06/2020
DANIEL AGUIAR EIRELI - ME;12.902.492/0001-90;MDE-7207;Não;Sim;Não;31/01/2020;31/01/2020
DANIEL AGUIAR EIRELI - ME;12.902.492/0001-90;ODA-0181;Não;Sim;Não;08/04/2020;03/04/2020
DANIEL AGUIAR EIRELI - ME;12.902.492/0001-90;ONT-5513;Não;Sim;Não;27/09/2020;06/10/2020
DANIEL TEOFILO DE SOUZA BUENO - EIRELI;32.740.431/0001-80;FIV-3920;Não;Sim;Não;20/05/2020;31/05/2020
DANIELTUR VIAGENS E TURISMO LTDA;32.079.425/0001-24;IGM-7C33;Não;Sim;Não;13/05/2020;13/06/2020
DANILO JOSE DA COSTA & CIA LTDA;07.679.958/0001-08;OPE-3728;Não;Sim;Não;17/10/2020;23/10/2020
DANIMARA LOCADORA DE VEICULOS E TRANSPORTES LTDA - ME;08.976.593/0001-38;EHS-6564;Não;Sim;Não;18/10/2020;23/10/2020
DANIMARA LOCADORA DE VEICULOS E TRANSPORTES LTDA - ME;08.976.593/0001-38;FFZ-4571;Não;Sim;Não;27/03/2020;03/04/2020
DANIMARA LOCADORA DE VEICULOS E TRANSPORTES LTDA - ME;08.976.593/0001-38;FII-6940;Não;Sim;Não;26/03/2020;09/09/2020
DANISTUR TRANSPORTE RODOVIARIO LTDA;04.801.028/0001-89;LUT-3619;Sim;Não;Não;14/08/2020;09/09/2020
DANISTUR TRANSPORTE RODOVIARIO LTDA;04.801.028/0001-89;PRD-3019;Sim;Sim;Não;11/09/2020;06/06/2020
DANISTUR TRANSPORTE RODOVIARIO LTDA;04.801.028/0001-89;QDK-4380;Sim;Sim;Não;26/04/2020;06/06/2020
DANITUR TRANSPORTES COLETIVOS LTDA - ME;04.595.490/0001-77;AXQ-7344;Não;Sim;Não;21/05/2020;25/06/2020
DANITUR TRANSPORTES COLETIVOS LTDA - ME;04.595.490/0001-77;INQ-7B00;Não;Sim;Não;12/07/2020;19/06/2020
