razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro;ano_fabricacao;categoria_veiculo;nr_assentos_categoria;nr_assentos;acessibilidade;tipo_veiculo
ELCIO BARBOSA DE OLIVEIRA LTDA;29.367.108/0001-07;EPU-5J69;Não;Sim;Não;2025-07-09;2025-05-28;2010;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
COOPERATIVA DOS PRESTADORES DE SERVICOS DE TRANSPORTE TURISTICO LTDA - COOPERTUR;26.616.239/0001-84;EQF-2300;Não;Sim;Não;2025-04-11;2025-05-13;2008;Executivo;32;32;H - Cadeira de transbordo.;Ônibus
LUCIANO APARECIDO CORREIA DA ROCHA TRANSPORTES EIRELI;12.777.190/0001-37;EQJ-4D88;Não;Sim;Não;2025-02-21;2025-02-22;2010;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
BROTHERS VANS TRANSPORTES E TURISMO LTDA - ME;25.266.708/0001-10;EQO-5343;Não;Sim;Não;2025-05-22;2025-01-04;2011;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
FERTAU AGENCIA DE VIAGENS LTDA;02.053.108/0001-78;EQU-2256;Não;Sim;Não;2025-03-04;2024-12-27;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VIACAO PASSAREDO LTDA;49.992.142/0003-33;EQU-2894;Não;Sim;Não;2025-02-19;2025-05-23;2012;Executivo;26;26;H - Cadeira de transbordo.;Ônibus
G.F. LOCADORA, TRANSPORTES, TURISMO E CARGAS LTDA;06.635.236/0001-80;EQU-2C59;Não;Sim;Não;2025-04-22;2025-01-04;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
RÁPIDO D OESTE LTDA.;55.958.318/0001-71;EQU-2I34;Não;Sim;Não;2025-03-20;2024-12-27;2011;Executivo;25;25;Q - Cadeira de transbordo;Ônibus
VIACAO PASSAREDO LTDA;49.992.142/0003-33;EQU-3552;Não;Sim;Não;2025-07-03;2025-05-23;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VIACAO PASSAREDO LTDA;49.992.142/0003-33;EQU-3639;Não;Sim;Não;2025-06-06;2025-05-23;2013;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
VIACAO PASSAREDO LTDA;49.992.142/0003-33;EQU-3681;Não;Sim;Não;2025-06-06;2025-05-23;2013;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
VIACAO PASSAREDO LTDA;49.992.142/0003-33;EQU-3687;Não;Sim;Não;2025-06-06;2025-05-23;2013;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
CASTEL-TUR TURISMO LTDA - EPP;00.318.401/0001-94;EQU-3D20;Não;Sim;Não;2025-07-01;2024-12-28;2012;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
CASTEL-TUR TURISMO LTDA - EPP;00.318.401/0001-94;EQU-3G85;Não;Sim;Não;2025-06-17;2024-12-28;2013;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
TERRA TUR TRANSPORTES LTDA;03.473.371/0001-89;EQU-5E35;Não;Sim;Não;2025-04-05;2025-05-21;2012;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
MIRAVAL TRANSPORTES E LOCADORA DE VEICULOS LTDA;04.337.299/0001-25;EQU-5F60;Não;Sim;Não;2025-01-17;2025-01-08;2012;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
R T LOCADORA DE VEICULOS LTDA;09.467.864/0001-92;ERA-9604;Não;Sim;Não;2025-06-21;2025-03-20;2019;Executivo;32;32;H - Cadeira de transbordo.;Ônibus
VIAÇÃO PRINCESA D`OESTE LTDA;45.993.490/0001-02;ERE-0D53;Não;Sim;Não;2025-04-23;2025-01-09;2021;Executivo;32;32;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
BARROS TRANSPORTE E TURISMO LTDA;45.153.555/0001-01;ERN-1A03;Não;Sim;Não;2025-01-02;2025-02-09;2001;Executivo;23;23;H - Cadeira de transbordo.;Ônibus
PRETINHO TURISMO LTDA-ME;19.453.704/0001-48;ERN-9G49;Não;Sim;Não;2025-05-23;2025-01-17;2011;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
HFR PRESTADORA DE SERVICOS LTDA;10.222.426/0001-43;ERR-2J00;Não;Sim;Não;2025-05-17;2025-06-18;2009;Executivo;46;46;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
G M S TRANSPORTADORA TURISTICA EIRELI;10.505.795/0001-43;ERR-2J20;Não;Sim;Não;2025-01-17;2025-01-09;2009;Executivo;38;38;H - Cadeira de transbordo.;Ônibus
EFP SILVA LTDA;38.449.378/0001-40;ERX-3C00;Não;Sim;Não;2025-01-30;2025-02-25;2003;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
KLEMANN E FERREIRA TRANSPORTES LTDA;45.042.798/0001-72;ESA-1J81;Não;Sim;Não;2025-01-12;2025-01-09;2011;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
SANDRA TUR LTDA;49.946.211/0001-00;ESA-2F87;Não;Sim;Não;2025-04-17;2025-04-25;2011;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
NENE TRANSPORTE COLETIVO LTDA;27.651.528/0001-87;ESA-2G41;Não;Sim;Não;2025-06-11;2025-05-15;2011;Executivo;16;16;Q - Cadeira de transbordo;Micro-ônibus
BRUNHARA TRANSPORTES LTDA;06.936.063/0001-30;ESE-0276;Não;Sim;Não;2025-04-24;2024-12-26;2010;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;ESE-0C46;Não;Sim;Não;2025-05-23;2025-01-15;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
ALIANCA TRANSPORTE E TURISMO LTDA;35.712.468/0001-93;ESE-0C74;Não;Sim;Não;2025-02-27;2025-02-20;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TRANSPASSO FRETAMENTO E TURISMO LTDA;18.593.759/0001-90;ESE-0C82;Não;Sim;Não;2025-06-13;2024-12-24;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VIACAO ARIRANHA LTDA - EPP;53.484.887/0001-05;ESE-0C88;Não;Sim;Não;2025-06-20;2025-01-04;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
J.S.C DA SILVA EIRELI - ME;03.731.011/0001-30;ESE-0C95;Não;Sim;Não;2025-06-28;2025-06-21;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
GUIMATUR TRANSPORTES E TURISMO LTDA;10.788.896/0001-79;ESE-0C98;Não;Sim;Não;2024-12-20;2025-01-20;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
ZANCA TRANSPORTES LTDA;74.556.002/0001-06;ESF-7E02;Não;Sim;Não;2025-02-22;2025-01-12;2023;Executivo;36;36;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;ESI-0B08;Não;Sim;Não;2025-01-24;2025-06-12;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
GUIMATUR TRANSPORTES E TURISMO LTDA;10.788.896/0001-79;ESI-0C59;Não;Sim;Não;2025-07-02;2025-01-20;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TRANSMEIRA FRETAMENTO E TURISMO SOCIEDADE UNIPESSOAL LTDA;12.916.460/0001-43;ESP-0I74;Não;Sim;Não;2025-02-08;2025-01-17;2022;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
R G VIEIRA TRANSPORTES & TURISMO LTDA;29.084.111/0001-05;ESR-0B93;Não;Sim;Não;2025-03-11;2025-02-15;2010;Executivo;26;26;Q - Cadeira de transbordo;Ônibus
AUTO VIACAO CIRCULARE POCOS DE CALDAS LTDA;07.190.108/0001-33;ESR-0H01;Não;Sim;Não;2025-07-02;2025-01-03;2010;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
OKINAWA LOCADORA DE VEICULOS LTDA - ME;21.263.131/0001-31;ESS-4J17;Não;Sim;Não;2025-05-23;2025-01-07;2018;Executivo;19;19;H - Cadeira de transbordo.;Micro-ônibus
MH TRANSPORTES SIGOLI LTDA;47.854.984/0001-31;ESS-8C92;Não;Sim;Não;2025-05-27;2025-05-01;2019;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
AVANTE-TUR TRANSPORTES E TURISMO LTDA;05.847.361/0001-91;EST-7691;Não;Sim;Não;2025-06-04;2025-03-21;2018;Executivo;32;32;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
GRUPO CMW LTDA;14.210.345/0001-84;ESU-0444;Não;Sim;Não;2025-05-03;2025-01-20;2011;Executivo;51;51;H - Cadeira de transbordo.;Ônibus
PRISMA FRETAMENTO E TURISMO LTDA;41.233.598/0001-46;ESU-0F96;Não;Sim;Não;2025-04-02;2025-03-22;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
GOULART TRANSPORTE DE PASSAGEIROS EIRELI;32.889.547/0001-86;ESU-0G22;Não;Sim;Não;2025-02-28;2025-03-02;2012;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
PRISMA FRETAMENTO E TURISMO LTDA;41.233.598/0001-46;ESU-4D05;Não;Sim;Não;2025-02-28;2025-03-09;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
WEST SIDE VIAGENS E TURISMO LTDA;47.946.793/0001-08;ESU-4I40;Não;Sim;Não;2025-05-13;2025-01-04;2010;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
GRUPO CMW LTDA;14.210.345/0001-84;ESU-5G31;Não;Sim;Não;2025-05-24;2025-01-20;2012;Executivo;29;29;Q - Cadeira de transbordo;Ônibus
FONTOURA TURISMO - EIRELI;10.278.314/0001-04;ESU-6B06;Não;Sim;Não;2025-06-14;2025-04-24;2011;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
FOXTUR - TRANSPORTE E TURISMO LTDA - ME;03.005.332/0001-57;ESU-6C99;Não;Sim;Não;2025-01-16;2025-06-10;2011;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
R.Z. DE ALMEIDA TRANSPORTES EIRELI;21.419.217/0001-00;ESU-6H50;Não;Sim;Não;2025-07-03;2025-06-12;2011;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
SL TRANSPORTES E TURISMO LTDA;09.223.426/0001-89;ESU-7E04;Não;Sim;Não;2025-02-01;2025-03-01;2011;Executivo;46;46;G - Plataforma elevatória veicular.;Ônibus
GLM FRETAMENTO E TURISMO LTDA;43.050.441/0001-00;ETD-5H53;Não;Sim;Não;2025-03-09;2024-12-22;2011;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
NOGUEIRA E NOGUEIRA TRANSPORTES E TURISMO LTDA;33.040.367/0001-98;ETE-7654;Não;Sim;Não;2025-05-09;2025-02-15;2018;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
WANDERLEY RESENDE DE ANDRADE EIRELI - ME;04.225.390/0001-59;ETI-3H52;Não;Sim;Não;2024-12-27;2025-03-19;2010;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
NAZARE TRANSPORTES E TURISMO LTDA  - ME;08.931.570/0001-07;ETK-9797;Não;Sim;Não;2025-06-19;2025-01-11;2018;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
DISUL TRANSPORTES E TURISMO LTDA;09.535.096/0001-67;ETQ-5A00;Não;Sim;Não;2025-05-02;2025-02-15;2010;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
TRANSMIMO LTDA;45.523.719/0001-45;ETU-1619;Não;Sim;Não;2025-04-30;2025-01-04;2012;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
MARCOS JOSE LORENTI LTDA;19.717.349/0001-77;ETU-1B23;Não;Sim;Não;2025-03-22;2025-01-18;2011;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
MARCOS JOSE LORENTI LTDA;19.717.349/0001-77;ETU-1B24;Não;Sim;Não;2025-04-10;2025-01-18;2011;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
R RIVA SERVICOS E TRANSPORTES LTDA;08.986.760/0001-21;ETU-1G87;Não;Sim;Não;2025-03-07;2025-03-24;2012;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
FLÓRIDA TRANSPORTADORA TURÍSTICA LTDA;44.636.835/0001-08;ETU-4577;Não;Sim;Não;2025-01-11;2025-03-24;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
FERTUR VIAGENS LTDA;05.509.691/0001-77;ETU-5A06;Não;Sim;Não;2025-02-27;2025-01-07;2013;Executivo;31;31;H - Cadeira de transbordo.;Ônibus
VIAÇÃO JACAREÍ LTDA;50.479.476/0001-25;EUA-6551;Não;Sim;Não;2025-06-06;2024-12-28;2019;Executivo;28;28;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
COOPERATIVA DE TRANSPORTE E LOCADORA DE VEICULOS DOS MOTORISTAS AUTONOMOS DE LAVRAS E REGIAO LTDA;05.292.426/0001-80;EUB-0I62;Não;Sim;Não;2025-02-28;2025-02-28;2011;Executivo;16;16;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Micro-ônibus
VIAÇÃO JACAREÍ LTDA;50.479.476/0001-25;EUJ-3009;Não;Sim;Não;2025-01-05;2024-12-28;2019;Executivo;28;28;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
ORIGEM TRANSPORTES LTDA;52.180.658/0001-26;EUL-5C84;Não;Sim;Não;2025-03-11;2025-03-21;2011;Executivo;16;16;D - Passagem em nível da plataforma de embarque / desembarque do terminal (ou ponto de parada) para o salão de passageiros.;Micro-ônibus
SOUZA TOUR TRANSPORTES RODOVIARIO DE PASSAGEIROS LTDA;26.501.898/0001-75;EUN-8869;Não;Sim;Não;2025-02-09;2025-01-09;2019;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
FRAGALLI TRANSPORTES -EIRELI-ME;21.967.158/0001-05;EUQ-3E11;Não;Sim;Não;2025-06-12;2025-05-02;2010;Executivo;42;42;Q - Cadeira de transbordo;Ônibus
APOIO PONTUAL LOCADORA E TURISMO RECEPTIVO LTDA;08.510.149/0001-22;EUT-9189;Não;Sim;Não;2024-12-22;2024-12-25;2019;Executivo;32;32;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
TRANSGUERRA TRANSPORTADORA TURÍSTICA LTDA;65.827.131/0001-92;EUZ-2710;Não;Sim;Não;2025-05-07;2025-01-20;2019;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
DUDATUR TRANSPORTES DE PASSAGEIROS LTDA;13.709.631/0001-26;EVC-7A79;Não;Sim;Não;2025-01-04;2025-07-04;1996;Executivo;37;37;Sem Acessibilidade;Ônibus
A. W. C. TURISMO LTDA - EPP;27.071.664/0001-06;EVC-7B10;Não;Sim;Não;2025-05-01;2025-05-23;1996;Executivo;48;48;Sem Acessibilidade;Ônibus
CLASSIC BUS SERVICOS DE TRANSPORTE E EXCURSOES LTDA;50.216.943/0001-24;EVC-7B48;Não;Sim;Não;2025-01-25;2024-12-26;1996;Executivo;46;46;Sem Acessibilidade;Ônibus
IMPERIO TRANSPORTES TURISTICOS LTDA;06.121.879/0001-06;EVC-9005;Não;Sim;Não;2025-01-04;2025-05-08;1996;Executivo;26;26;Sem Acessibilidade;Ônibus
FERNANDES SILVA TRANSPORTES LTDA;15.867.422/0001-36;EVE-8329;Não;Sim;Não;2025-02-17;2025-05-25;2012;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
STL SEBERI TURISMO LTDA;23.485.024/0001-83;EVG-9F10;Não;Sim;Não;2025-06-12;2025-05-18;2011;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
DH TURISMO LTDA;50.447.292/0001-83;EVH-3I08;Não;Sim;Não;2025-05-07;2025-04-27;2011;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
LEAO TUR LTDA;47.960.009/0001-08;EVJ-5B30;Não;Sim;Não;2025-04-26;2025-03-08;2011;Executivo;17;17;Q - Cadeira de transbordo;Micro-ônibus
COOPERATIVA DOS PRESTADORES DE SERVICOS DE TRANSPORTE TURISTICO LTDA - COOPERTUR;26.616.239/0001-84;EVU-1F27;Não;Sim;Não;2025-06-11;2025-03-03;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
EDMILSON SOUZA LOPES TURISMO EIRELI - ME;05.916.889/0001-75;EVU-2805;Não;Sim;Não;2025-04-23;2025-03-18;2011;Executivo;53;53;H - Cadeira de transbordo.;Ônibus
VIAÇÃO PIRACICABANA LTDA;54.360.623/0001-02;EVU-3716;Não;Sim;Não;2025-03-22;2024-12-29;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
MALITUR TURISMO LTDA;38.944.740/0001-59;EVU-5I63;Não;Sim;Não;2025-03-25;2025-01-17;2013;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
VIAÇÃO SERTANEZINA LTDA - EPP;71.328.926/0001-59;EWH-2J86;Não;Sim;Não;2025-06-12;2024-12-24;2022;Executivo;27;27;H - Cadeira de transbordo.;Ônibus
FERTUR VIAGENS LTDA;05.509.691/0001-77;EWJ-1D05;Não;Sim;Não;2025-05-24;2025-01-07;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
MARCELO HENRIQUE DE CARVALHO EIRELI - ME;21.752.941/0001-51;EWJ-4B30;Não;Sim;Não;2025-02-27;2025-02-22;2012;Executivo;30;30;H - Cadeira de transbordo.;Ônibus
TRANSPORTES E TURISMO HENRIQUES E PEREIRA LTDA;43.168.396/0001-93;EWJ-8B70;Não;Sim;Não;2025-01-17;2025-01-03;2013;Executivo;56;56;H - Cadeira de transbordo.;Ônibus
VIAÇÃO PRINCESA D`OESTE LTDA;45.993.490/0001-02;EWL-8E71;Não;Sim;Não;2025-03-20;2025-01-09;2021;Executivo;32;32;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
COOPERSIND COOPERATIVA DE TRANSPORTES DE CARGAS, PASSAGEIROS, ESCOLAR E TURISMO DE MINAS GERAIS;20.375.162/0001-11;EWN-9523;Não;Sim;Não;2025-01-31;2025-02-19;2011;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
CENTAURO TRANSPORTE DE PASSAGEIROS E TURISMO LTDA;26.026.641/0001-09;EWU-1907;Não;Sim;Não;2025-03-28;2025-03-06;2011;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
PANDA TRANSPORTES E TURISMO LTDA;25.206.666/0001-21;EWU-2C45;Não;Sim;Não;2025-07-09;2025-04-28;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TRANSLUZ FRETAMENTO TRANSPORTE E TURISMO LTDA;11.786.330/0001-70;EWU-7A98;Não;Sim;Não;2025-02-28;2025-01-08;2013;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
TRANSLUZ FRETAMENTO TRANSPORTE E TURISMO LTDA;11.786.330/0001-70;EWU-7A99;Não;Sim;Não;2025-03-01;2025-01-08;2013;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
JOSIANNE-TUR VIAGENS E TURISMO LTDA;09.396.306/0001-83;EWU-7B01;Não;Sim;Não;2025-02-14;2024-12-24;2013;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
AUTO VIACAO ROMATUR DE TRANSPORTE E TURISMO LTDA;46.972.890/0001-02;EWU-7B06;Não;Sim;Não;2025-01-30;2025-01-12;2013;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
JOSIANNE-TUR VIAGENS E TURISMO LTDA;09.396.306/0001-83;EWU-7B08;Não;Sim;Não;2025-02-15;2024-12-24;2013;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
EDSON AGENCIA DE VIAGENS EXPRESSO E TURISMO LTDA;11.482.281/0001-82;EWU-7B52;Não;Sim;Não;2025-04-09;2025-05-08;2013;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
DIOGO DE ALMEIDA JANUARIO VIAGENS LTDA;33.524.049/0001-00;EWW-8A01;Não;Sim;Não;2025-01-23;2025-05-30;2007;Convencional;24;24;Q - Cadeira de transbordo;Ônibus
A & E TRANSPORTE EXECUTIVO LTDA;34.060.888/0001-70;EWZ-1180;Não;Sim;Não;2025-01-24;2024-12-22;2019;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
NOVOS RUMOS TRANSPORTE TURISMO E LOCADORA LTDA - ME;16.617.164/0001-00;EXB-0823;Não;Sim;Não;2025-04-30;2025-03-10;2008;Executivo;52;52;H - Cadeira de transbordo.;Ônibus
T8T SERVICOS AUXILIARES DE TRANSPORTES AEREOS LTDA;07.138.437/0001-35;EXB-1A02;Não;Sim;Não;2025-05-21;2025-01-12;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
STAR PRIME TOUR LTDA;25.127.338/0001-30;EXB-1A04;Não;Sim;Não;2025-03-21;2025-03-29;2010;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS BRAZ UNIPESSOAL LTDA;37.305.467/0001-50;EXG-2A02;Não;Sim;Não;2025-01-12;2025-05-26;2011;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
SHIFT MOBILIDADE CORPORATIVA E AGENCIA LTDA;13.921.195/0001-54;EXJ-4A09;Não;Sim;Não;2024-12-26;2025-07-09;2020;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
GTV - LOCACOES DE VEICULOS LTDA;04.485.591/0001-95;EXO-8E60;Não;Sim;Não;2025-05-16;2025-01-15;2019;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
GERALDO TADEU GOUVEIA EIRELI;10.295.691/0001-51;EXP-0105;Não;Sim;Não;2025-03-09;2025-01-30;2001;Executivo;52;52;Q - Cadeira de transbordo;Ônibus
COOPERTUNIS COOPERATIVA DE TRANSPORTE E TURISMO;40.393.283/0001-01;EXP-0313;Não;Sim;Não;2025-06-12;2025-04-10;2003;Executivo;53;53;Q - Cadeira de transbordo;Ônibus
WJM TRANSPORTE E TURISMO LTDA;25.364.126/0001-76;EXP-0A47;Não;Sim;Não;2024-12-27;2025-01-25;2000;Executivo;53;53;Q - Cadeira de transbordo;Ônibus
WJM TRANSPORTE E TURISMO LTDA;25.364.126/0001-76;EXP-0B29;Não;Sim;Não;2025-06-10;2025-01-25;2001;Executivo;53;53;Q - Cadeira de transbordo;Ônibus
JONAS FELIPE DE L FOGACA  LTDA;48.137.364/0001-44;EXP-0C05;Não;Sim;Não;2024-12-25;2024-12-20;2002;Executivo;52;52;Q - Cadeira de transbordo;Ônibus
PASSEIO E LAZER TRANSPORTE E TURISMO LTDA;04.814.812/0001-21;EXR-9I59;Não;Sim;Não;2025-07-02;2025-02-13;2019;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
A M DOS SANTOS TRANSPORTE PAZUTI LTDA;15.057.586/0001-06;EXW-7F86;Não;Sim;Não;2025-03-12;2025-04-23;2022;Executivo;19;19;H - Cadeira de transbordo.;Micro-ônibus
MH TRANSPORTES SIGOLI LTDA;47.854.984/0001-31;EXW-7I85;Não;Sim;Não;2025-05-27;2025-05-01;2019;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
IRIS SOL E MAR SERVICOS TURISTICOS LTDA;04.068.666/0001-32;EXX-3B25;Não;Sim;Não;2025-06-14;2025-01-03;2011;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
ADVANCE TRANSATUR TRANSPORTADORA TURISTICA LTDA;44.471.985/0001-09;EXX-3I24;Não;Sim;Não;2025-04-24;2025-01-03;2011;Executivo;28;28;H - Cadeira de transbordo.;Ônibus
RODRIGO DE MENEZES ALVES LTDA;27.716.915/0001-54;EYR-0F24;Não;Sim;Não;2025-01-11;2025-01-12;2011;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
GOMES TURISMO LTDA;66.338.716/0001-01;EYT-3562;Não;Sim;Não;2025-02-05;2025-05-31;2003;Executivo;25;25;H - Cadeira de transbordo.;Ônibus
JOSE FRANCISCO DA COSTA EIRELI - ME;18.183.435/0001-84;EYW-9I99;Não;Sim;Não;2025-01-11;2025-04-11;2012;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
BRANZIN TRANSPORTES LTDA;43.640.601/0001-71;EYX-1I76;Não;Sim;Não;2025-01-17;2024-12-22;2012;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
ADVANCE TRANSATUR TRANSPORTADORA TURISTICA LTDA;44.471.985/0001-09;EYX-4H91;Não;Sim;Não;2025-04-22;2025-01-03;2019;Executivo;34;34;H - Cadeira de transbordo.;Ônibus
TRANSPORTES SANTA MARIA LTDA;59.163.162/0001-93;EZB-0310;Não;Sim;Não;2025-04-17;2025-01-03;2019;Executivo;51;51;H - Cadeira de transbordo.;Ônibus
TRANSPORTADORA FLUGEL LTDA;01.897.898/0001-05;EZL-3F28;Não;Sim;Não;2025-03-20;2025-05-12;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
HEFZIBA LOCADORA DE VEICULOS & TRANSPORTES EIRELI;11.415.613/0001-06;EZL-4E19;Não;Sim;Não;2025-02-15;2025-01-01;2011;Executivo;27;27;H - Cadeira de transbordo.;Ônibus
KSS TRANSPORTES LTDA;22.774.140/0001-50;EZL-4G80;Não;Sim;Não;2025-02-01;2025-01-16;2011;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
TURISMO PAVAO LIMITADA;61.916.854/0001-07;EZL-7B10;Não;Sim;Não;2025-05-17;2025-01-07;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
PLAYTUR VIAGENS E TURISMO LTDA;32.494.622/0001-00;EZL-9E14;Não;Sim;Não;2025-01-10;2024-12-26;2011;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
GENSI AGENCIA DE TURISMO E VIAGEM LTDA.;02.593.070/0001-26;EZL-9E18;Não;Sim;Não;2025-01-10;2024-12-22;2011;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
SPEED CAR LOCADORA DE VEICULOS LTDA - ME;02.386.295/0001-01;EZM-9E27;Não;Sim;Não;2025-03-12;2025-02-04;2021;Executivo;19;19;H - Cadeira de transbordo.;Micro-ônibus
AUTO VIAÇÃO LIDER BUS LTDA-ME;17.888.905/0001-42;EZO-4G70;Não;Sim;Não;2025-02-14;2025-02-19;2019;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
TRANSCOMIN TRANPORTADORA TURISTICA LTDA;00.371.038/0001-70;EZR-1639;Não;Sim;Não;2025-01-23;2025-04-12;2018;Executivo;28;28;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
J P DE SOUZA MOREIRA LOCADORA DE VEICULOS LTDA;20.433.594/0001-31;EZU-1J56;Não;Sim;Não;2025-03-02;2025-03-06;2012;Executivo;15;15;Sem Acessibilidade;Micro-ônibus
ACAO TRANSPORTES E TURISMO LTDA;02.198.980/0001-04;EZU-4545;Não;Sim;Não;2025-03-20;2025-03-28;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
FAMA TRANSPORTE E TURISMO LTDA - EPP;65.827.701/0001-44;EZZ-5C81;Não;Sim;Não;2025-05-29;2025-01-16;2022;Executivo;34;34;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
BIAVATUR EXCURSOES LTDA;28.800.409/0001-01;FAE-4G31;Não;Sim;Não;2025-04-11;2025-03-06;2013;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
ESX TRANSPORTE E TURISMO LTDA;01.211.210/0001-91;FBB-1E01;Não;Sim;Não;2025-04-17;2025-04-26;2011;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
